title,text
7月份最值得一看的精彩新片（下）,7月份佳片云集，有萌贱又搞笑的《小黄人》新作，有欢乐漫威大片《雷神4》，也有简·奥斯汀小说改编成的电影。
新闻播报（July 5）,今日播报内容：意大利酒店或提供塑料手表供游客佩戴；香港故宫文化博物馆正式对公众开放参观。
每日一词∣煤基乙醇项目 coal-based ethanol project,我国规模最大的50万吨/年煤基乙醇项目近日在陕西榆林建成中交，转入试运行阶段，项目以煤为原料，生产无水乙醇等化工产品，每年可转化低阶煤150万吨。
专家：中国外贸今年有望实现稳定增长,专家称，尽管面临史无前例的挑战，包括原材料价格高企和来自东南亚国家的激烈竞争，中国外贸今年有望实现稳定增长。
每日新闻播报（June 30）,今日播报内容：我国经济总量十年翻倍；神舟十三号航天员飞天归来首次公开亮相。
担心名表被偷？意大利酒店或提供塑料手表供游客佩戴,法国演员丹尼尔·奥图的名表在那不勒斯街头被抢，针对游客的担忧，旅行社联合会主席建议游客佩戴酒店提供的塑料手表。
国家发展改革委：常态化充实完善政策储备工具箱,国家发展改革委表示，我国经济韧性好、潜力足、回旋余地大，有能力应对可能出现的各类超预期变化，确保经济平稳健康可持续发展。
一课译词：慢条斯理,“慢条斯理”，汉语成语，形容说话做事慢腾腾，不慌不忙。可以翻译为“in a leisurely manner， unhurried and unperturbed”等。
每日一词∣大运河 Grand Canal,京杭大运河京冀游船互联互通，标志着北京市第一次出现了跨省际航道和跨省际水上旅游运输，为京津冀协同发展注入新活力。
TED演讲：喜怒不形于色？当今科技能看透你的感受,你的瞳孔不会撒谎，眼睛泄露了你真实的心理活动；我们的身体通过体温的改变，辐射着我们的故事……
每日新闻播报（June 29）,今日播报内容：5月份全国规上工业企业营业收入同比增长6.8%；我国2021年人均粮食占有量483公斤。
全球累计确诊病例约3500例，研究称猴痘病毒变异速度超出预期,猴痘异常传播原因成谜，现在科学家发现，最新的猴痘病毒变异速度是预期的6到12倍，可能是其更具传染性的关键。
每日一词∣数字政府 digital government,日前，国务院印发《关于加强数字政府建设的指导意见》（以下简称《指导意见》），就主动顺应经济社会数字化转型趋势作出部署。
每日新闻播报（June 27）,今日播报内容：国务院印发《关于加强数字政府建设的指导意见》；高通胀致美国超9成家庭被迫改变消费习惯。
亚马逊为Alexa语音助手开发新功能 一分钟模仿已故亲人声音,这项功能正在开发中，将允许Alexa语音助手根据不到一分钟的录音来模拟出“高质量的”人声。
网友馋哭了！外国小姐姐挑战在中国一天只吃饺子,小姐姐的分享不仅让网友大呼“真香”，也让人不禁感叹：外国美食爱好者到底是有多爱吃中国的饺子啊！
一课译词：深思熟虑,“深思熟虑”，汉语成语，意思是反复深入细致地考虑。可以翻译为“careful consideration”。
每日一词∣行业龙头企业 industry-leading enterprises,中国国际进口博览局副局长孙成海日前表示，第五届进博会将于今年11月5日至10日举办。目前，第五届进博会各项筹备工作稳步推进，已签约的世界500强和行业龙头企业达到260家。
一课译词：头晕目眩,“头晕目眩”，意思是头脑发晕，眼睛昏花，感到一切都在旋转。可以翻译为“feel dizzy/giddy或feel one’s head swimming”等。
每日一词∣专业货运机场 professional cargo hub airport,7月17日上午11点36分，一班波音767-300全货机从湖北鄂州花湖机场起飞，标志着中国首座专业货运机场正式投运。同时，它也是亚洲第一座、世界第四座专业货运枢纽。
新闻播报（July 18）,今日播报内容：芯片短缺变成芯片过剩；全球有超过18亿人面临严重洪水的风险。
专家：中国将出台更多经济刺激政策 全年增长目标有望实现,政府官员和专家预测，中国将会加大对宏观经济的政策支持，尽管实现全年经济增长目标有难度，但还是有可能的。
为什么把懦夫叫作chicken？,为什么英语中把懦弱胆小的人称作chicken？鸡是怎么和胆小联系到一起的？你也许不知道，这事和大名鼎鼎的莎翁也有关系。
一课译词：任劳任怨,“任劳任怨”，汉语成语，意思是做事不怕辛苦，不怕招人埋怨。可以翻译为“bear responsibility without any grudge”。
每日一词∣联合国安理会轮值主席 rotating presidency of UN Security Council,中方将把工作重点放在推动对话合作，维护共同安全和支持非洲能力建设，助力实现持久和平等方面。
每日新闻播报（June 21）,今日播报内容：我国第三艘航空母舰下水命名；珠江流域再次发生流域性较大洪水。
It triggers him? 引爆,Something triggers someone意思是某事物让某人勃然大怒，失去控制。
日本公司发明便携式口袋马桶 使用后在室内放置一周也不会臭,日本一家公司生产出了全世界最小的便携式马桶，可以轻松放进口袋，在你内急却又没有厕所时，这种口袋马桶可以救你一命。
一课译词：形形色色,“形形色色”，形容事物种类繁多，各式各样。可以翻译为“of all forms， of all shades，in various ways，a variety of”等。
中国生物技术、癌症早筛领域前景广阔,由于人口老龄化和政策支持，加上公众意识的不断提高，中国早癌筛查市场将继续扩大，预计国内企业将进一步加强其创新和商业化能力。
亚洲最大铁路枢纽客站——北京丰台站开通运营,百年老站北京丰台站以全新面貌开通运营，首都又添一座城市新地标。
每日新闻播报（June 20）,今日播报内容：生物学家：气候变暖或使人类变小；研究：孕妇感染新冠或影响婴儿脑发育。
每日一词∣环沙漠铁路线 rail loop line around a desert,近日，和若铁路正式开通运营。中国在最大沙漠塔克拉玛干完成世界首条环沙漠铁路线“最后一块拼图”，全长达2712公里的世界首条环沙漠铁路线建成。
为祖国统一不惜一战，中国的内政轮不着外人管 | 小象漫评,在香格里拉峰会上，中国国防部提到，如果有人胆敢把台湾分裂出去，中国军队必将不惜一战。
上海：总投资5658亿元的322个重大产业项目签约,事实证明，疫情没有改变跨国企业对上海乃至中国市场的投资信心。日前，新一批跨国公司用行动投出了信任票。
我国第三艘航空母舰下水！,我国第三艘航空母舰命名为“中国人民解放军海军福建舰”，舷号为“18”。
每日新闻播报（June 17）,今日播报内容：5月经济运行呈现恢复势头；我国网络支付用户规模达9.04亿。
关于父亲节你不了解的4个事实,你知道父亲节该送什么花吗？你知道父亲节是怎么来的吗？你知道最受欢迎的父亲节贺卡是哪一种？本文为你来揭晓。
一课译词：滴水不漏,“滴水不漏”，字面意思是一滴水也不泄漏（make sure that not a single drop leaks out）。形容说话、办事等十分周密谨慎，毫无破绽。
每日一词∣金融支持水利工程 financing for water conservancy projects,中国人民银行近日要求各金融机构要切实加大对水利项目的金融支持力度。人民银行强调，各金融机构要配合好水利部门和水利企业，发挥好水利基础设施建设扩大有效投资、拉动经济发展的作用。
美国油价持续上涨，低收入家庭受影响最大,高油价正在影响所有美国开车的人，但低收入家庭首当其冲。
美国家庭财富两年来首次缩水,美联储发布的一份报告显示，2022年第一季度，全美家庭财富出现两年来首次下降。
一课译词：重修旧好,“重修旧好”，意思是恢复旧情，重归于好，恢复以往的友谊。可以翻译为“become reconciled，mend fences”等。
Confidence game 欺骗,Confidence game指的是欺骗。骗子依靠获取对方的信任来行骗。
每日一词∣世界遗产 world heritage sites,6月11日是中国文化和自然遗产日。据国家林草局有关介绍，我国世界自然遗产数量达到14项，自然与文化双遗产4项，数量均居世界第一。
每日新闻播报（June 14）,今日播报内容：我国世界自然遗产数量居世界第一；5月出口强劲反弹凸显我国外贸韧性；北京调整中小学幼儿园返校时间；超八成民众不满美国经济状况。
